2011-09-01,1.66678,2,
2011-09-02,1.66727,2,
2011-09-03,1.66776,2,
2011-09-04,1.66825,2,
2011-09-05,1.66874,2,
2011-09-06,1.66923,2,
2011-09-07,1.66972,2,
2011-09-08,1.67021,2,
2011-09-09,1.6707,2,
2011-09-10,1.67119,2,
2011-09-11,1.67165,2,
2011-09-12,1.67211,2,
2011-09-13,1.67257,2,
2011-09-14,1.67303,2,
2011-09-15,1.67349,2,
2011-09-16,1.67395,2,
2011-09-17,1.67441,2,
2011-09-18,1.67487,2,
2011-09-19,1.67533,2,
2011-09-20,1.67579,2,
2011-09-21,1.67625,2,
2011-09-22,1.67671,2,
2011-09-23,1.67717,2,
2011-09-24,1.67763,2,
2011-09-25,1.67809,2,
2011-09-26,1.67855,2,
2011-09-27,1.67901,2,
2011-09-28,1.67947,2,
2011-09-29,1.67993,2,
2011-09-30,1.68039,2,
2011-09-01,6.97,1,
2011-09-02,6.97,1,
2011-09-03,6.97,1,
2011-09-04,6.97,1,
2011-09-05,6.97,1,
2011-09-06,6.97,1,
2011-09-07,6.97,1,
2011-09-08,6.97,1,
2011-09-09,6.97,1,
2011-09-10,6.97,1,
2011-09-11,6.97,1,
2011-09-12,6.97,1,
2011-09-13,6.97,1,
2011-09-14,6.97,1,
2011-09-15,6.97,1,
2011-09-16,6.97,1,
2011-09-17,6.97,1,
2011-09-18,6.97,1,
2011-09-19,6.97,1,
2011-09-20,6.97,1,
2011-09-21,6.97,1,
2011-09-22,6.97,1,
2011-09-23,6.97,1,
2011-09-24,6.97,1,
2011-09-25,6.97,1,
2011-09-26,6.97,1,
2011-09-27,6.97,1,
2011-09-28,6.97,1,
2011-09-29,6.97,1,
2011-09-30,6.97,1,
