2011-11-01,1.69437,2,
2011-11-02,1.69482,2,
2011-11-03,1.69527,2,
2011-11-04,1.69572,2,
2011-11-05,1.69617,2
2011-11-06,1.69662,2,
2011-11-07,1.69707,2,
2011-11-08,1.69752,2,
2011-11-09,1.69797,2,
2011-11-10,1.69842,2,
2011-11-11,1.69883,2,
2011-11-12,1.69924,2,
2011-11-13,1.69965,2,
2011-11-14,1.70006,2,
2011-11-15,1.70047,2,
2011-11-16,1.70088,2,
2011-11-17,1.70129,2,
2011-11-18,1.7017,2,
2011-11-19,1.70211,2,
2011-11-20,1.70252,2,
2011-11-21,1.70293,2,
2011-11-22,1.70334,2,
2011-11-23,1.70375,2,
2011-11-24,1.70416,2,
2011-11-25,1.70457,2,
2011-11-26,1.70498,2,
2011-11-27,1.70539,2,
2011-11-28,1.7058,2,
2011-11-29,1.70621,2,
2011-11-30,1.70662,2,
2011-11-01,6.97,1,
2011-11-02,6.96,1,
2011-11-03,6.96,1,
2011-11-04,6.96,1,
2011-11-05,6.96,1,
2011-11-06,6.96,1,
2011-11-07,6.96,1,
2011-11-08,6.96,1,
2011-11-09,6.96,1,
2011-11-10,6.96,1,
2011-11-11,6.96,1,
2011-11-12,6.96,1,
2011-11-13,6.96,1,
2011-11-14,6.96,1,
2011-11-15,6.96,1,
2011-11-16,6.96,1,
2011-11-17,6.96,1,
2011-11-18,6.96,1,
2011-11-19,6.96,1,
2011-11-20,6.96,1,
2011-11-21,6.96,1,
2011-11-22,6.96,1,
2011-11-23,6.96,1,
2011-11-24,6.96,1,
2011-11-25,6.96,1,
2011-11-26,6.96,1,
2011-11-27,6.96,1,
2011-11-28,6.96,1,
2011-11-29,6.96,1,
2011-11-30,6.96,1,
