2012-10-01,1.78176,2,
2012-10-02,1.78196,2,
2012-10-03,1.78216,2,
2012-10-04,1.78236,2,
2012-10-05,1.78256,2,
2012-10-06,1.78276,2,
2012-10-07,1.78296,2,
2012-10-08,1.78316,2,
2012-10-09,1.78336,2,
2012-10-10,1.78356,2,
2012-10-11,1.78377,2,
2012-10-12,1.78398,2,
2012-10-13,1.78419,2,
2012-10-14,1.7844,2,
2012-10-15,1.78461,2,
2012-10-16,1.78482,2,
2012-10-17,1.78503,2,
2012-10-18,1.78524,2,
2012-10-19,1.78545,2,
2012-10-20,1.78566,2,
2012-10-21,1.78587,2,
2012-10-22,1.78608,2,
2012-10-23,1.78629,2,
2012-10-24,1.7865,2,
2012-10-25,1.78671,2,
2012-10-26,1.78692,2,
2012-10-27,1.78713,2,
2012-10-28,1.78734,2,
2012-10-29,1.78755,2,
2012-10-30,1.78776,2,
2012-10-31,1.78797,2,
2012-10-01,6.96,1,
2012-10-02,6.96,1,
2012-10-03,6.96,1,
2012-10-04,6.96,1,
2012-10-05,6.96,1,
2012-10-06,6.96,1,
2012-10-07,6.96,1,
2012-10-08,6.96,1,
2012-10-09,6.96,1,
2012-10-10,6.96,1,
2012-10-11,6.96,1,
2012-10-12,6.96,1,
2012-10-13,6.96,1,
2012-10-14,6.96,1,
2012-10-15,6.96,1,
2012-10-16,6.96,1,
2012-10-17,6.96,1,
2012-10-18,6.96,1,
2012-10-19,6.96,1,
2012-10-20,6.96,1,
2012-10-21,6.96,1,
2012-10-22,6.96,1,
2012-10-23,6.96,1,
2012-10-24,6.96,1,
2012-10-25,6.96,1,
2012-10-26,6.96,1,
2012-10-27,6.96,1,
2012-10-28,6.96,1,
2012-10-29,6.96,1,
2012-10-30,6.96,1,
2012-10-31,6.96,1,
